session,gameNum,costCond,visibilityCond,resourceCond,purpleEnergy,purpleBackpackSize,redEnergy,redBackpackSize,purpHelpFirst,redHelpFirst,purpAlsoHelp,redAlsoHelp,nRedVeg,nPurpVeg
154,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
154,10,high,full,uneven,0,5,0,3,False,False,False,False,5,3
154,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
154,12,high,full,even,0,4,0,4,False,False,False,False,7,7
155,1,high,self,uneven,2,3,0,5,False,False,False,False,4,4
155,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
155,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
155,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
155,5,high,full,even,0,4,0,4,False,False,False,False,7,7
155,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
155,7,high,self,even,0,4,0,4,False,False,False,False,4,4
155,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
155,9,low,self,uneven,59,3,64,5,False,False,False,False,3,5
155,10,high,self,uneven,18,3,20,5,False,False,False,False,5,3
155,11,high,self,even,0,4,0,4,False,False,False,False,7,7
155,12,low,self,uneven,0,5,15,3,False,False,False,False,7,7
156,1,low,self,uneven,51,3,40,5,False,False,False,False,4,4
156,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
156,3,low,full,even,57,4,49,4,False,False,False,False,5,3
156,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
156,5,low,full,even,0,4,11,4,False,False,False,False,7,7
156,6,low,full,even,12,4,15,4,False,False,False,False,7,7
156,7,low,full,uneven,41,5,33,3,False,False,False,False,4,4
156,8,low,full,uneven,55,5,54,3,True,False,False,False,4,4
156,9,low,self,even,61,4,62,4,False,False,False,False,3,5
156,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
156,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
156,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
157,1,high,self,even,0,4,8,4,False,False,False,False,4,4
157,2,low,self,uneven,50,3,53,5,False,False,False,False,4,4
157,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
157,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
157,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
157,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
157,7,low,self,even,47,4,50,4,False,False,False,False,4,4
157,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
157,9,low,full,even,59,4,58,4,False,False,False,False,3,5
157,10,high,self,even,18,4,20,4,False,False,False,False,5,3
157,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
157,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
158,1,high,self,uneven,0,3,0,5,False,False,False,False,4,4
158,2,high,self,uneven,0,3,6,5,False,False,False,False,4,4
158,3,high,self,uneven,0,3,0,5,False,False,False,False,5,3
158,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
158,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
158,6,low,self,uneven,2,5,23,3,False,False,False,False,7,7
158,7,high,full,uneven,0,5,0,3,False,False,False,False,4,4
158,8,high,full,uneven,0,3,28,5,False,False,False,False,4,4
158,9,high,self,even,24,4,22,4,False,False,False,False,3,5
158,10,low,self,even,60,4,59,4,False,False,False,False,5,3
158,11,high,self,even,0,4,0,4,False,False,False,False,7,7
158,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
159,1,low,full,uneven,51,3,40,5,False,False,False,False,4,4
159,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
159,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
159,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
159,5,low,self,uneven,0,3,25,5,False,False,False,False,7,7
159,6,low,self,uneven,0,3,21,5,False,False,False,False,7,7
159,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
159,8,low,full,uneven,47,3,64,5,False,False,False,False,4,4
159,9,high,full,uneven,0,3,0,5,False,False,False,False,3,5
159,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
159,11,low,self,uneven,30,5,5,3,False,False,False,False,7,7
159,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
160,1,high,self,uneven,0,5,0,3,False,False,False,False,4,4
160,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
160,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
160,4,low,self,uneven,62,5,59,3,False,False,False,False,3,5
160,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
160,6,low,self,even,12,4,15,4,False,False,False,False,7,7
160,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
160,8,high,full,uneven,4,5,18,3,False,False,False,False,4,4
160,9,low,full,uneven,59,3,64,5,False,False,False,False,3,5
160,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
160,11,low,full,uneven,0,3,0,5,False,False,False,False,7,7
160,12,low,self,even,11,4,0,4,False,False,False,False,7,7
161,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
161,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
161,3,low,self,uneven,47,5,34,3,False,False,False,False,5,3
161,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
161,5,low,self,uneven,0,5,15,3,False,False,False,False,7,7
161,6,low,full,uneven,0,3,13,5,False,False,False,False,7,7
161,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
161,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
161,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
161,10,low,full,uneven,38,5,51,3,False,False,False,False,5,3
161,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
161,12,high,self,even,0,4,0,4,False,False,False,False,7,7
162,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
162,2,high,full,uneven,0,3,0,5,False,False,False,False,4,4
162,3,low,full,uneven,61,3,34,5,False,False,False,False,5,3
162,4,high,self,uneven,0,3,0,5,False,False,False,False,3,5
162,5,low,full,even,0,4,11,4,False,False,False,False,7,7
162,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
162,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
162,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
162,9,high,self,even,22,4,24,4,False,False,False,False,3,5
162,10,high,self,even,18,4,20,4,False,False,False,False,5,3
162,11,high,full,even,0,4,0,4,False,False,False,False,7,7
162,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
163,1,high,full,even,8,4,0,4,False,False,False,False,4,4
163,2,high,full,even,12,4,18,4,False,False,False,False,4,4
163,3,high,full,uneven,0,5,0,3,False,False,False,False,5,3
163,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
163,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
163,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
163,7,low,full,uneven,41,5,33,3,False,False,False,False,4,4
163,8,high,self,uneven,28,5,0,3,False,False,False,False,4,4
163,9,high,self,even,22,4,24,4,False,False,False,False,3,5
163,10,high,full,even,0,4,0,4,False,False,False,False,5,3
163,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
163,12,high,self,even,0,4,0,4,False,False,False,False,7,7
164,1,low,full,uneven,32,3,37,5,False,False,False,False,4,4
164,2,high,self,even,18,4,12,4,False,False,False,False,4,4
164,3,high,self,uneven,0,3,0,5,False,False,False,False,5,3
164,4,low,full,even,61,4,62,4,False,False,False,False,3,5
164,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
164,6,high,self,even,0,4,0,4,False,False,False,False,7,7
164,7,low,self,uneven,42,5,47,3,False,False,False,False,4,4
164,8,low,self,uneven,52,3,47,5,False,False,False,False,4,4
164,9,high,full,uneven,24,5,22,3,False,False,False,False,3,5
164,10,low,full,even,37,4,50,4,False,False,False,False,5,3
164,11,low,full,uneven,14,5,37,3,False,False,False,False,7,7
164,12,low,self,uneven,15,3,0,5,False,False,False,False,7,7
165,1,low,full,uneven,41,5,30,3,False,False,False,False,4,4
165,2,low,full,uneven,44,3,61,5,False,False,False,False,4,4
165,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
165,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
165,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
165,6,high,full,even,0,4,0,4,False,False,False,False,7,7
165,7,high,full,uneven,0,3,18,5,False,False,False,False,4,4
165,8,low,self,uneven,52,3,47,5,False,False,False,False,4,4
165,9,low,self,even,61,4,62,4,False,False,False,False,3,5
165,10,low,self,uneven,59,5,40,3,False,False,False,False,5,3
165,11,low,full,even,0,4,24,4,False,False,False,False,7,7
165,12,low,self,uneven,0,3,23,5,False,False,False,False,7,7
166,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
166,2,high,self,uneven,0,3,6,5,False,False,False,False,4,4
166,3,low,self,even,62,4,41,4,False,False,False,False,5,3
166,4,low,self,uneven,59,3,62,5,False,False,False,False,3,5
166,5,high,full,even,0,4,0,4,False,False,False,False,7,7
166,6,high,self,uneven,0,5,0,3,False,False,False,False,7,7
166,7,low,self,even,47,4,50,4,False,False,False,False,4,4
166,8,high,full,uneven,0,3,28,5,False,False,False,False,4,4
166,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
166,10,low,self,uneven,59,3,60,5,False,False,False,False,5,3
166,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
166,12,high,self,even,0,4,0,4,False,False,False,False,7,7
167,1,high,full,uneven,8,5,3,3,False,False,False,False,4,4
167,2,low,full,uneven,52,5,59,3,False,False,False,False,4,4
167,3,high,full,even,0,4,4,4,False,False,False,False,5,3
167,4,high,full,uneven,4,5,22,3,False,False,False,False,3,5
167,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
167,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
167,7,low,self,uneven,35,5,30,3,False,False,False,False,4,4
167,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
167,9,low,full,uneven,59,5,54,3,False,False,False,False,3,5
167,10,high,self,uneven,0,3,18,5,False,False,False,False,5,3
167,11,low,self,even,11,4,12,4,False,False,False,False,7,7
167,12,high,self,uneven,0,3,0,5,False,False,False,False,7,7
168,1,high,self,even,0,4,8,4,False,False,False,False,4,4
168,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
168,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
168,4,high,self,uneven,24,5,18,3,False,False,False,False,3,5
168,5,high,full,even,0,4,0,4,False,False,False,False,7,7
168,6,low,full,even,0,4,19,4,False,False,False,False,7,7
168,7,low,full,uneven,35,5,30,3,False,False,False,False,4,4
168,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
168,9,low,full,even,62,4,61,4,False,False,False,False,3,5
168,10,high,self,uneven,18,5,0,3,False,False,False,False,5,3
168,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
168,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
169,1,low,full,uneven,32,5,42,3,False,False,False,False,4,4
169,2,high,self,uneven,6,3,20,5,False,False,False,False,4,4
169,3,low,full,uneven,32,3,49,5,False,False,False,False,5,3
169,4,low,full,even,52,4,59,4,False,False,False,False,3,5
169,5,low,self,uneven,15,3,0,5,False,False,False,False,7,7
169,6,low,self,uneven,23,3,2,5,False,False,False,False,7,7
169,7,low,self,even,47,4,50,4,False,False,False,False,4,4
169,8,low,self,even,50,4,63,4,False,False,False,False,4,4
169,9,high,self,even,22,4,24,4,False,False,False,False,3,5
169,10,low,self,even,60,4,59,4,False,False,False,False,5,3
169,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
169,12,low,self,even,0,4,11,4,False,False,False,False,7,7
170,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
170,2,high,full,uneven,20,5,22,3,False,False,False,False,4,4
170,3,low,full,uneven,47,5,34,3,False,False,False,False,5,3
170,4,low,full,uneven,59,3,62,5,False,False,False,False,3,5
170,5,low,full,uneven,0,3,11,5,False,False,False,False,7,7
170,6,high,full,uneven,0,3,0,5,False,False,False,False,7,7
170,7,high,full,uneven,0,3,0,5,False,False,False,False,4,4
170,8,high,self,even,0,4,26,4,False,False,False,False,4,4
170,9,high,self,uneven,18,5,8,3,False,False,False,False,3,5
170,10,low,self,uneven,40,3,59,5,False,False,False,False,5,3
170,11,low,self,uneven,7,5,0,3,False,False,False,False,7,7
170,12,high,self,even,0,4,0,4,False,False,False,False,7,7
171,1,low,full,uneven,51,3,40,5,False,False,False,False,4,4
171,2,high,full,even,0,4,0,4,False,False,False,False,4,2
171,3,low,self,uneven,61,3,34,5,False,False,False,False,5,3
171,4,low,full,uneven,47,5,42,3,False,False,False,False,3,5
171,5,high,self,uneven,0,5,0,3,False,False,False,False,7,7
171,6,high,self,even,0,4,0,4,False,False,False,False,7,7
171,7,high,self,uneven,0,5,0,3,False,False,False,False,4,4
171,8,high,full,uneven,0,5,4,3,False,False,False,False,4,4
171,9,high,self,uneven,28,5,18,3,False,False,False,False,3,5
171,10,low,self,even,60,4,59,4,False,False,False,False,5,3
171,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
171,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
172,1,high,self,uneven,2,3,0,5,False,False,False,False,4,4
172,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
172,3,low,self,uneven,34,3,47,5,False,False,False,False,5,3
172,4,high,self,uneven,18,3,24,5,False,False,False,False,3,5
172,5,low,full,uneven,25,5,0,3,False,False,False,False,7,7
172,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
172,7,low,full,uneven,41,5,33,3,False,False,False,False,4,4
172,8,low,full,even,51,4,44,4,False,False,False,False,4,4
172,9,high,self,uneven,8,3,18,5,False,False,False,False,3,5
172,10,high,full,uneven,18,3,20,5,False,False,False,False,5,3
172,11,high,full,uneven,0,3,0,5,False,False,False,False,7,7
172,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
173,1,low,self,uneven,30,3,41,5,False,False,False,False,4,4
173,2,high,self,uneven,20,5,6,3,False,False,False,False,4,4
173,3,high,full,uneven,0,5,0,3,False,False,False,False,5,3
173,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
173,5,high,self,uneven,0,3,0,5,False,False,False,False,7,7
173,6,low,full,even,0,4,19,4,False,False,False,False,7,7
173,7,high,self,even,0,4,0,4,False,False,False,False,4,4
173,8,high,full,uneven,0,3,6,5,False,False,False,False,4,4
173,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
173,10,high,full,even,20,4,18,4,False,False,False,False,5,3
173,11,low,full,uneven,7,5,0,3,False,False,False,False,7,7
173,12,high,self,uneven,0,5,0,3,False,False,False,False,7,7
174,1,high,full,uneven,2,3,0,5,False,False,False,False,4,4
174,2,low,full,even,56,4,59,4,False,False,False,False,4,4
174,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
174,4,low,self,uneven,47,5,42,3,False,False,False,False,3,5
174,5,high,full,uneven,0,5,0,3,False,False,False,False,7,7
174,6,high,self,uneven,0,3,0,5,False,False,False,False,7,7
174,7,high,full,uneven,0,5,22,3,False,False,False,False,4,4
174,8,high,self,uneven,0,3,28,5,False,False,False,False,4,4
174,9,low,self,uneven,64,5,59,3,False,False,False,False,3,5
174,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
174,11,high,full,uneven,0,5,0,3,False,False,False,False,7,7
174,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
175,1,high,self,uneven,0,3,0,5,False,False,False,False,4,4
175,2,low,self,uneven,53,3,60,5,False,False,False,False,4,4
175,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
175,4,low,self,even,52,4,59,4,False,False,False,False,3,5
175,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
175,6,high,self,even,0,4,0,4,False,False,False,False,7,7
175,7,low,self,uneven,47,3,42,5,False,False,False,False,4,4
175,8,low,full,uneven,47,5,52,3,False,False,False,False,4,4
175,9,high,self,even,22,4,24,4,False,False,False,False,3,5
175,10,high,full,even,0,4,0,4,False,False,False,False,5,3
175,11,low,full,uneven,7,5,0,3,False,False,False,False,7,7
175,12,low,self,even,0,4,11,4,False,False,False,False,7,7
176,1,high,full,uneven,4,3,6,5,False,False,False,False,4,4
176,2,high,full,uneven,6,3,20,5,False,False,False,False,4,4
176,3,high,self,uneven,22,3,0,5,False,False,False,False,5,3
176,4,high,self,even,18,4,4,4,False,False,False,False,3,5
176,5,high,full,even,0,4,0,4,False,False,False,False,7,7
176,6,high,full,even,0,4,0,4,False,False,False,False,7,7
176,7,high,self,uneven,0,3,0,5,False,False,False,False,4,4
176,8,high,self,uneven,0,5,4,3,False,False,False,False,4,4
176,9,low,self,uneven,54,3,59,5,False,False,False,False,3,5
176,10,low,full,uneven,59,5,40,3,False,False,False,False,5,3
176,11,low,self,even,12,4,11,4,False,False,False,False,7,7
176,12,high,full,even,0,4,0,4,False,False,False,False,7,7
177,1,low,full,even,54,4,49,4,False,False,False,False,4,4
177,2,low,self,uneven,60,5,53,3,False,False,False,False,4,4
177,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
177,4,high,full,uneven,18,3,24,5,False,False,False,False,3,5
177,5,high,full,even,0,4,0,4,False,False,False,False,7,7
177,6,high,full,uneven,0,5,0,3,False,False,False,False,7,7
177,7,low,self,even,50,4,47,4,False,False,False,False,4,4
177,8,low,self,uneven,47,5,52,3,False,False,False,False,4,4
177,9,high,self,uneven,18,3,28,5,False,False,False,False,3,5
177,10,high,self,uneven,20,5,18,3,False,False,False,False,5,3
177,11,low,full,even,12,4,11,4,False,False,False,False,7,7
177,12,high,full,uneven,0,3,0,5,False,False,False,False,7,7
178,1,high,full,even,8,4,0,4,False,False,False,False,4,4
178,2,high,self,uneven,6,5,0,3,False,False,False,False,4,4
178,3,high,self,uneven,0,5,0,3,False,False,False,False,5,3
178,4,high,self,uneven,0,5,0,3,False,False,False,False,3,5
178,5,low,self,uneven,25,5,0,3,False,False,False,False,7,7
178,6,low,full,uneven,21,5,0,3,False,False,False,False,7,7
178,7,low,full,uneven,41,5,33,3,False,False,False,False,4,4
178,8,low,self,even,63,4,50,4,False,False,False,False,4,4
178,9,low,self,even,62,4,61,4,False,False,False,False,3,5
178,10,low,full,even,37,4,50,4,False,False,False,False,5,3
178,11,high,self,uneven,0,3,0,5,False,False,False,False,7,7
178,12,low,self,uneven,23,5,0,3,False,False,False,False,7,7
179,1,low,self,uneven,41,5,30,3,False,False,False,False,4,4
179,2,high,full,uneven,6,5,0,3,False,False,False,False,4,4
179,3,low,full,even,57,4,49,4,False,False,False,False,5,3
179,4,low,full,uneven,34,3,47,5,False,False,False,False,3,5
179,5,low,full,uneven,15,3,0,5,False,False,False,False,7,7
179,6,low,self,uneven,21,5,0,3,False,False,False,False,7,7
179,7,high,full,even,0,4,0,4,False,False,False,False,4,4
179,8,low,full,uneven,44,3,39,5,False,False,False,False,4,4
179,9,low,self,even,61,4,62,4,False,False,False,False,3,5
179,10,high,full,uneven,18,5,0,3,False,False,False,False,5,3
179,11,high,self,uneven,0,5,0,3,False,False,False,False,7,7
179,12,high,full,uneven,0,5,0,3,False,False,False,False,7,7
